사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
주식회사 골드전자,2024-11-18,201239.445981698,451026.831756866,2026-04-28 22:32:40,I,03,폐업,2024-11-18 16:54:59,,2020-07-23,,서울특별시 중구 신당동 ***-**,PHMG120203010033047000074,3010000,서울특별시 중구 다산로 *** (신당동),04586,03,폐업,,,02-2237-7701,
두손몰,2016-07-20,200573.641273539,451621.036467544,2026-04-28 22:32:30,I,03,폐업,2016-07-29 16:59:03,,2015-01-16,100-729,"서울특별시 중구 을지로*가 **번지 **호 굿모닝시티쇼핑몰 *층 ***,***호",PHMG120153010033047000007,3010000,"서울특별시 중구 장충단로 ***, *층 ***,***호 (을지로*가, 굿모닝시티쇼핑몰)",04564,03,폐업,,,,
(주)비지에프리테일 중구장충제육관1호점,2015-10-07,200532.882476516,450653.684499881,2026-04-28 22:32:30,I,03,폐업,2015-10-07 14:32:38,,2015-01-13,100-856,서울특별시 중구 장충동*가 ***번지 ***호 장충체육관 *층,PHMG120153010033047000005,3010000,"서울특별시 중구 동호로 ***, *층 (장충동*가, 장충체육관)",04605,03,폐업,,,,
㈜디메텍,2009-07-17,,,2026-04-28 22:31:58,I,03,폐업,2009-07-17 14:19:41,,2003-07-24,,"서울특별시 중구 순화동***-*,서울빌딩***호",PHMG120033010033047000012,3010000,,,03,폐업,,,,
원앤원,2016-04-12,201058.847745813,450537.642315652,2026-04-28 22:32:32,I,03,폐업,2016-04-12 15:11:45,,2015-09-03,,서울특별시 중구 신당동 ***번지 **호,PHMG120153010033047000116,3010000,"서울특별시 중구 다산로**길 **, ***호 (신당동, 수창빌딩)",04590,03,폐업,,,,
성원상사,,199099.945304998,451714.675784241,2026-04-28 22:32:39,I,13,영업중,2019-08-19 17:08:32,,2019-08-16,,서울특별시 중구 수표동 **번지 **호 ***호,PHMG120193010033047000066,3010000,"서울특별시 중구 수표로 **-**, ***호 (수표동)",04543,01,영업/정상,,,,
주식회사 정우앤컴퍼니,2020-07-30,197821.219011153,451827.081005774,2026-04-28 22:32:24,I,03,폐업,2020-07-30 17:48:48,,2012-12-13,100-101,서울특별시 중구 태평로*가 **번지 *호 조선일보광화문빌딩 *층,PHMG120123010033047000088,3010000,"서울특별시 중구 세종대로**길 **, *층 (태평로*가, 조선일보광화문빌딩)",04519,03,폐업,,,02-733-8815,
샤인덴탈(목동),2014-06-30,197175.200250032,450823.319779918,2026-04-28 22:32:13,I,03,폐업,2014-06-30 20:07:40,,2010-08-25,100-858,서울특별시 중구 중림동 **번지 *호 *층,PHMG120103010033047000083,3010000,"서울특별시 중구 청파로 *** (중림동,*층)",,03,폐업,,,,
느낌기획원,2024-05-31,199259.229454827,451188.833533808,2026-04-28 22:32:38,I,03,폐업,2024-05-31 17:17:42,,2018-05-29,,서울특별시 중구 충무로*가 **-*,PHMG120183010033047000037,3010000,"서울특별시 중구 수표로*길 **-*, ***호 (충무로*가)",04555,03,폐업,,,,
(주)토탈패스,,198193.534402364,451650.955791238,2026-04-28 22:32:43,I,15,전출,2022-06-29 14:19:50,,2022-01-12,,서울특별시 중구 다동 ***,PHMG120223010033047000005,3010000,"서울특별시 중구 남대문로*길 **, ****-*호 (다동)",04522,05,제외/삭제/전출,,,070-8776-0117,
(주)지에스리테일 H&B 랄라블라 명동중앙점,2021-09-15,198669.762863605,451156.204415773,2026-04-28 22:32:36,I,03,폐업,2021-09-15 16:04:34,,2017-06-01,,서울특별시 중구 명동*가 **번지 *호,PHMG120173010033047000042,3010000,서울특별시 중구 명동**길 **-** (명동*가),04537,03,폐업,,,02-3789-5562,
동아광학,2015-07-30,197765.337741174,450612.883322724,2026-04-28 22:31:59,I,03,폐업,2015-07-30 16:38:52,,2005-04-26,100-802,서울특별시 중구 남대문로*가 ***번지,PHMG120053010033047000024,3010000,,,03,폐업,,,,
지에스25 신당타운점,,201661.920817938,451443.401091188,2026-04-28 22:32:44,I,13,영업중,2022-02-11 13:48:42,,2022-02-09,,서울특별시 중구 신당동 ***-**,PHMG120223010033047000050,3010000,"서울특별시 중구 퇴계로**길 *, *층 (신당동)",04577,01,영업/정상,,,02-2234-9968,
(주)비지에프리테일 중구장충체육관1호점,,200532.882476516,450653.684499881,2026-04-28 22:32:45,I,13,영업중,2023-12-08 08:15:37,,2022-10-07,,서울특별시 중구 장충동*가 ***-***,PHMG120223010033047000232,3010000,"서울특별시 중구 동호로 ***, *층 (장충동*가)",04605,01,영업/정상,,,02-2253-2237,
이마트24 명동센터점,2022-01-06,198622.012329011,451198.403473388,2026-04-28 22:32:42,I,03,폐업,2022-01-06 15:54:04,,2021-05-11,,서울특별시 중구 명동*가 **-**,PHMG120213010033047000095,3010000,"서울특별시 중구 명동**길 **-*, 지하*,*층 (명동*가)",04536,03,폐업,,,,
왓슨스코리아 동대문현대시티아울렛점,2017-06-01,200613.510297669,451817.515366883,2026-04-28 22:32:34,I,03,폐업,2017-06-01 14:05:46,,2016-02-29,,서울특별시 중구 을지로*가 **번지 *호,PHMG120163010033047000021,3010000,"서울특별시 중구 장충단로**길 **, B*F호 (을지로*가, 케레스타)",04563,03,폐업,,,,
GS25 케이지타워점,2022-09-05,197214.205778633,451259.671938774,2026-04-28 22:32:39,I,03,폐업,2022-09-05 16:41:50,,2019-07-18,,서울특별시 중구 순화동 *번지 ***호 케이지타워 지하*층,PHMG120193010033047000055,3010000,"서울특별시 중구 통일로 **, 케이지타워 지하*층 (순화동)",04517,03,폐업,,,,
(주)에이블리스트코리아,,200750.455125653,449638.824308081,2026-04-28 22:32:38,I,13,영업중,2019-03-28 15:57:15,,2019-03-26,,서울특별시 중구 신당동 ***번지 남산타운*상가,PHMG120193010033047000018,3010000,"서울특별시 중구 다산로 **, 남산타운*상가 ***호 (신당동, 남산타운)",04595,01,영업/정상,,,070-4105-4277,
고투쇼핑,,200750.455125653,449638.824308081,2026-04-28 22:32:40,I,15,전출,2023-06-21 15:50:28,,2020-10-13,,서울특별시 중구 신당동 *** 남산타운,PHMG120203010033047000098,3010000,"서울특별시 중구 다산로 **, **동 ****호 (신당동, 남산타운)",04595,05,제외/삭제/전출,,,,
블루애플,,200015.499568016,451485.349952584,2026-04-28 22:32:35,I,15,전출,2017-11-17 10:58:52,,2017-02-02,,서울특별시 중구 오장동 ***번지 *호 ****호,PHMG120173010033047000015,3010000,"서울특별시 중구 동호로**길 **, ****호 (오장동, 센트마상가)",04547,05,제외/삭제/전출,,,,
라임덴탈,2020-07-03,197524.718268277,450626.548447615,2026-04-28 22:32:27,I,03,폐업,2020-07-06 10:07:03,,2014-06-23,100-800,서울특별시 중구 남대문로*가 **번지 **호 ***호,PHMG120143010033047000040,3010000,"서울특별시 중구 세종대로 *, ***호 (남대문로*가)",04512,03,폐업,,,,
에스바이에스,,186317.207037672,451462.350090067,2026-04-28 22:32:12,I,15,전출,2020-08-09 20:43:00,,2019-04-02,,서울특별시 강서구 가양동 **-* 더리브골드타워,PHMG120193550020047000012,3550000,"서울특별시 강서구 양천로 ***-**, 더리브골드타워 ***호 (가양동)",07573,05,제외/삭제/전출,,,,50
거영산업,2009-07-16,,,2026-04-28 22:31:58,I,03,폐업,2009-07-16 11:47:37,,2004-05-13,,"서울특별시 중구 소공동*번지,롯데백화점*층",PHMG120043010033047000007,3010000,,,03,폐업,,,,
조선계기사,2016-10-06,200157.142890257,451644.963696557,2026-04-28 22:31:57,I,03,폐업,2016-10-06 10:37:06,,2001-04-23,100-195,서울특별시 중구 을지로*가 **번지 *호 *층,PHMG120013010033047000010,3010000,"서울특별시 중구 을지로 ***, *층 (을지로*가)",04562,03,폐업,,,,
주식회사 코디치재상사,2019-08-19,,,2026-04-28 22:32:35,I,03,폐업,2019-08-19 16:22:23,,2016-07-18,,,PHMG120163010033047000059,3010000,"서울특별시 중구 세종대로*길 **, *층 ***-*호 (남대문로*가, 이프라자)",04527,03,폐업,,,02-752-4381,
(주)슬록,,199023.967503662,451105.474557896,2026-04-28 22:32:38,I,15,전출,2020-11-30 14:02:34,,2018-11-21,,,PHMG120183010033047000077,3010000,"서울특별시 중구 삼일대로*길 *, 라이온스빌딩 *층 ***호 (충무로*가)",04553,05,제외/삭제/전출,,,,
체크기프트,2023-09-20,197870.991200814,450906.74658342,2026-04-28 22:32:39,I,03,폐업,2023-09-20 17:12:30,,2020-06-08,,서울특별시 중구 남대문로*가 **번지 **호,PHMG120203010033047000056,3010000,"서울특별시 중구 남대문로 *-*, *층 ***호 (남대문로*가)",04528,03,폐업,,,,
주식회사 디지틀조선일보,2023-11-03,197821.219011153,451827.081005774,2026-04-28 22:32:23,I,03,폐업,2023-11-03 09:04:16,,2012-07-03,100-101,서울특별시 중구 태평로*가 **번지 *호,PHMG120123010033047000051,3010000,서울특별시 중구 세종대로**길 ** (태평로*가),04519,03,폐업,,,37012943,
에스케이브로드밴드(주),2019-11-06,197814.567521224,450454.122259014,2026-04-28 22:32:30,I,03,폐업,2019-11-06 15:32:26,,2015-04-06,100-711,서울특별시 중구 남대문로*가 ***번지 SK남산그린빌딩,PHMG120153010033047000038,3010000,"서울특별시 중구 퇴계로 ** (남대문로*가, SK남산그린빌딩)",04637,03,폐업,,,02-6266-4760,
보람상조실로암(주),,197786.630049666,451192.227609488,2026-04-28 22:32:46,I,13,영업중,2024-05-27 13:08:16,,2024-05-22,,서울특별시 중구 서소문동 *** 태평로빌딩,PHMG120243010033047000037,3010000,"서울특별시 중구 세종대로 **, 태평로빌딩 **층 (서소문동)",04514,01,영업/정상,,,02-6003-1561,
신세계본점 파코라반베이비,2014-06-30,,,2026-04-28 22:32:17,I,03,폐업,2014-06-30 18:12:17,,2010-11-25,100-747,서울특별시 중구 충무로*가 **번지 *호 신세계백화점 *층,PHMG120103010033047000116,3010000,,,03,폐업,,,,
(주)한화갤러리아,,197953.365497851,451330.097303553,2026-04-28 22:32:28,I,15,전출,2016-09-10 18:27:22,,2014-10-22,100-733,서울특별시 중구 태평로*가 **번지,PHMG120143010033047000070,3010000,서울특별시 중구 세종대로 ** (태평로*가),04525,05,제외/삭제/전출,,,02-410-7158,
(주)왓슨스코리아 명동2가점,2017-06-01,198377.273138986,451164.259286281,2026-04-28 22:32:11,I,03,폐업,2017-06-01 13:35:43,,2009-10-06,100-022,서울특별시 중구 명동*가 **번지 *층,PHMG120093010033047000068,3010000,"서울특별시 중구 남대문로 ** (명동*가,*층)",,03,폐업,,,,
포커스광학,2014-05-28,197692.601616889,450709.793991215,2026-04-28 22:32:21,I,03,폐업,2014-05-28 15:41:06,,2011-10-18,100-800,서울특별시 중구 남대문로*가 **번지 *호 남문빌딩***호,PHMG120113010033047000080,3010000,"서울특별시 중구 세종대로*나길 **, ***호 (남대문로*가, 남문빌딩)",,03,폐업,,,,
서원라이프,2024-06-05,201833.693283735,451444.461211304,2026-04-28 22:32:45,I,03,폐업,2024-06-05 11:20:12,,2019-07-18,,서울특별시 중구 신당동 ***-*,PHMG120233010033047000020,3010000,"서울특별시 중구 퇴계로 ***, *층 (신당동)",04578,03,폐업,,,02-2235-1344,
덴탈존,2013-07-08,197462.198757043,450878.211786274,2026-04-28 22:32:15,I,03,폐업,2013-07-08 12:30:13,,2010-09-30,100-130,서울특별시 중구 순화동 ***번지 포스코더샵 A동 ***-*호,PHMG120103010033047000097,3010000,"서울특별시 중구 칠패로 ** (순화동,포스코더샵 A동 ***-*호)",,03,폐업,,,,
세니세이프 주식회사,,199647.545024088,450775.679612201,2026-04-28 22:32:46,I,13,영업중,2025-09-12 11:10:40,,2025-09-10,,서울특별시 중구 필동*가 **-* 한아빌딩,PHMG120253010033047000055,3010000,"서울특별시 중구 서애로*길 **-*, 한아빌딩 ***호 (필동*가)",04623,01,영업/정상,,,02-2269-3705,
(주)티에이네트웍스,,199096.873608411,451430.950357021,2026-04-28 22:32:44,I,13,영업중,2022-05-25 10:21:58,,2022-05-24,,서울특별시 중구 저동*가 *-*,PHMG120223010033047000156,3010000,"서울특별시 중구 을지로**길 **, *층 R***호 (저동*가)",04550,01,영업/정상,,,02-733-6207,
샤인덴탈 명동점,,197175.200250032,450823.319779918,2026-04-28 22:32:45,I,13,영업중,2023-08-11 09:32:48,,2023-08-09,,서울특별시 중구 중림동 **-* 신흥빌딩,PHMG120233010033047000068,3010000,"서울특별시 중구 청파로 ***, 신흥빌딩 *층 (중림동)",04510,01,영업/정상,,,02-2605-5367,
지에스(GS)25 두타몰점,,200703.625559248,451836.458256618,2026-04-28 22:32:45,I,13,영업중,2022-08-24 15:53:56,,2022-08-23,,서울특별시 중구 을지로*가 **-**,PHMG120223010033047000214,3010000,"서울특별시 중구 장충단로 ***, *층 *호 (을지로*가)",04563,01,영업/정상,,,,
에이스캔들,2020-07-15,200002.952736046,451823.532462914,2026-04-28 22:32:31,I,03,폐업,2020-07-16 08:56:26,,2015-06-05,100-330,서울특별시 중구 주교동 **번지 *호 방산종합시장 A동 ****호,PHMG120153010033047000071,3010000,"서울특별시 중구 동호로**길 **, A동 *층 ***호 (주교동, 방산종합시장)",04546,03,폐업,,,02-2272-1222,
리더스메드,2014-06-09,197470.535483079,451184.591163055,2026-04-28 22:32:21,I,03,폐업,2014-06-09 11:31:23,,2011-11-15,100-814,서울특별시 중구 서소문동 **번지 *호 서영빌딩***호,PHMG120113010033047000090,3010000,"서울특별시 중구 서소문로 ** (서소문동, 서영빌딩***호)",,03,폐업,,,,
(주)엠팩플러스,2018-05-31,200025.609377545,450812.734438158,2026-04-28 22:32:31,I,03,폐업,2018-05-31 17:27:47,,2015-06-08,100-856,서울특별시 중구 장충동*가 ***번지 **호 ***호,PHMG120153010033047000072,3010000,"서울특별시 중구 동호로**길 **, ***호 (장충동*가)",04618,03,폐업,,,02-2277-6651,
캔들썸,2018-06-26,200002.952736046,451823.532462914,2026-04-28 22:32:31,I,03,폐업,2018-06-26 09:50:22,,2015-08-26,,서울특별시 중구 주교동 **번지 *호,PHMG120153010033047000112,3010000,"서울특별시 중구 동호로**길 **, A동 *층 ***호 (주교동, 방산종합시장)",04546,03,폐업,,,02-2261-0279,
텔레플렉스코리아(유),,197554.559528663,450865.625894953,2026-04-28 22:32:34,I,15,전출,2026-04-22 17:13:12,,2015-06-23,,서울특별시 중구 봉래동*가 **번지 HSBC빌딩,PHMG120153010033047000151,3010000,"서울특별시 중구 칠패로 **, **층 (봉래동*가)",04511,05,제외/삭제/전출,,,02-6291-3423,
약손본가,,201687.107644786,451417.239528779,2026-04-28 22:32:45,I,13,영업중,2023-10-10 17:59:47,,2022-09-20,,서울특별시 중구 신당동 ***-*,PHMG120223010033047000226,3010000,"서울특별시 중구 퇴계로**길 **, ***호 (신당동)",04578,01,영업/정상,,,,
주식회사 지에이치코리아,,185075.778286666,424318.441583332,2026-04-28 03:03:03,U,13,영업중,2026-04-27 15:04:16,,2026-04-27,,경기도 안산시 단원구 고잔동 ***-* 신원빌딩,PHMG120253930154047000066,3930000,"경기도 안산시 단원구 화랑로 ***, 신원빌딩 ***호 (고잔동)",15352,01,영업/정상,,,,
알렉시아 뷰티 아카데미,2020-05-04,197118.982921493,450533.253226771,2026-04-28 22:32:37,I,03,폐업,2020-05-04 14:35:24,,2018-04-06,,,PHMG120183010033047000020,3010000,"서울특별시 중구 중림로 **-*, SKY ****빌딩 *층 (만리동*가)",04508,03,폐업,,,02-393-8884,
(주)아이디지털홈쇼핑,2013-04-30,200229.445040175,451067.548779357,2026-04-28 22:32:20,I,03,폐업,2013-04-30 17:05:41,,2011-04-12,100-855,서울특별시 중구 장충동*가 ***번지 *호,PHMG120113010033047000021,3010000,서울특별시 중구 동호로 *** (장충동*가),,03,폐업,,,070-8188-1936,
엘케이메디컬,2023-01-20,197692.601616889,450709.793991215,2026-04-28 22:32:36,I,03,폐업,2023-01-20 11:40:47,,2017-12-04,,서울특별시 중구 남대문로*가 **-*,PHMG120173010033047000088,3010000,"서울특별시 중구 세종대로*나길 **, ***호 (남대문로*가)",04527,03,폐업,,,02-771-9051,
나경덴탈,2015-03-03,197640.111186017,450771.482006185,2026-04-28 22:31:56,I,03,폐업,2015-03-03 18:13:42,,1997-12-30,100-800,서울특별시 중구 남대문로*가 *번지 *호 *층,PHMG119973010033047000007,3010000,"서울특별시 중구 세종대로 **, *층 (남대문로*가)",,03,폐업,,,,
옵티즌 코리아(optizen-korea),,198005.876539155,450593.574723513,2026-04-28 22:32:35,I,13,영업중,2018-06-07 16:31:45,,2016-05-03,,서울특별시 중구 남창동 ***번지,PHMG120163010033047000101,3010000,"서울특별시 중구 퇴계로 **-**, ***호 (남창동)",04634,01,영업/정상,,,,
한석포리텍,2019-09-02,199186.079053543,450883.887973042,2026-04-28 22:32:30,I,03,폐업,2019-09-02 18:06:58,,2015-03-09,100-866,서울특별시 중구 필동*가 **번지 *호 ***호,PHMG120153010033047000026,3010000,"서울특별시 중구 퇴계로 ***-**, ***호 (필동*가)",04627,03,폐업,,,02-718-6401,
(주)오병이어 킹마트,2021-12-29,198609.133297534,451076.718300025,2026-04-28 22:32:39,I,03,폐업,2021-12-29 21:23:15,,2020-03-23,,서울특별시 중구 충무로*가 **번지 **호,PHMG120203010033047000024,3010000,"서울특별시 중구 명동*길 **, *~*층 (충무로*가)",04536,03,폐업,,,,
준광학,2015-12-30,197700.367608527,450733.831413898,2026-04-28 22:32:24,I,03,폐업,2015-12-31 09:50:53,,2013-02-13,100-800,서울특별시 중구 남대문로*가 **번지 *호   ***호,PHMG120133010033047000012,3010000,"서울특별시 중구 세종대로 **, ***호 (남대문로*가)",04527,03,폐업,,,,
이노지에스(주),2020-07-09,200265.598194628,451446.234252256,2026-04-28 22:32:39,I,03,폐업,2020-07-10 08:59:13,,2019-08-26,,서울특별시 중구 광희동*가 *번지 *호 ***호,PHMG120193010033047000068,3010000,"서울특별시 중구 동호로**길 **, ***호 (광희동*가)",04561,03,폐업,,,,
메타비전,,197462.198757043,450878.211786274,2026-04-28 22:32:22,I,13,영업중,2012-01-17 16:07:12,,2012-01-13,100-130,서울특별시 중구 순화동 ***번지 포스코더샵B동***호,PHMG120123010033047000006,3010000,"서울특별시 중구 칠패로 ** (순화동, 포스코더샵B동***호)",04511,01,영업/정상,,,,
박연숙&스킨&바디케어샾,2018-06-15,201686.07376784,451520.650686027,2026-04-28 22:32:31,I,03,폐업,2018-06-15 08:50:06,,2015-08-10,,서울특별시 중구 황학동 ***번지 *층,PHMG120153010033047000108,3010000,"서울특별시 중구 퇴계로 ***, *층 (황학동)",04576,03,폐업,,,02-2233-3860,
트윈덴탈,2024-06-20,197184.032580986,450720.280868041,2026-04-28 22:32:40,I,03,폐업,2024-06-20 11:22:29,,2020-11-12,,서울특별시 중구 중림동 **,PHMG120203010033047000105,3010000,"서울특별시 중구 청파로 ***, ***호 (중림동)",04507,03,폐업,,,,
컨피덴트,2011-10-19,200841.86944868,450423.826271111,2026-04-28 22:32:13,I,03,폐업,2011-10-20 11:02:44,,2010-08-03,100-834,서울특별시 중구 신당*동 ***번지 *호 BS빌딩 ***호,PHMG120103010033047000077,3010000,"서울특별시 중구 동호로**길 *, ***호 (신당동,BS빌딩)",,03,폐업,,,070-8650-2148,
위드미 다산로점,2016-05-25,201356.052985242,451051.861878596,2026-04-28 22:32:30,I,03,폐업,2016-05-25 14:25:25,,2014-12-19,100-824,서울특별시 중구 신당동 ***번지 ***호,PHMG120143010033047000178,3010000,서울특별시 중구 다산로**길 ** (신당동),04586,03,폐업,,,,
씨제이올리브영(주) 정동점,,197174.591536243,451689.373973032,2026-04-28 22:32:35,I,13,영업중,2023-02-21 13:29:17,,2016-12-13,,서울특별시 중구 충정로*가 **-*,PHMG120163010033047000096,3010000,"서울특별시 중구 새문안로 **, *층 (충정로*가)",04516,01,영업/정상,,,02-720-9087,
씨유 을지로비즈센터점,2016-12-29,199018.466688723,451463.482685622,2026-04-28 22:32:29,I,03,폐업,2016-12-29 13:11:24,,2014-11-10,100-032,서울특별시 중구 저동*가 **번지 비즈센터 ***호,PHMG120143010033047000128,3010000,"서울특별시 중구 수표로 **, ***호 (저동*가, 비즈센터)",04551,03,폐업,,,02-3406-9440,
오케이굳(주),,197714.607605825,450743.397885289,2026-04-28 22:32:43,I,13,영업중,2021-12-10 21:27:48,,2021-12-08,,서울특별시 중구 남대문로*가 **-*,PHMG120213010033047000176,3010000,"서울특별시 중구 세종대로 **, *층 (남대문로*가)",04527,01,영업/정상,,,02-757-0169,
(주)이마트 삐에로쑈핑 명동점,2020-01-23,198582.339705178,451302.602871612,2026-04-28 22:32:38,I,03,폐업,2020-01-23 11:35:32,,2018-11-22,,,PHMG120183010033047000078,3010000,"서울특별시 중구 명동길 **, 신한은행 *,*,*,*층 (명동*가)",04534,03,폐업,,,,
유통융합센터 협동조합,2020-12-31,200015.499568016,451485.349952584,2026-04-28 22:32:35,I,03,폐업,2020-12-31 16:08:50,,2017-01-06,,서울특별시 중구 오장동 ***번지 *호 *층 ****호 A-***호,PHMG120173010033047000003,3010000,"서울특별시 중구 동호로**길 **, *층 ****호 A-***호 (오장동, 센트마상가)",04547,03,폐업,,,02-2263-1157,
인쇄소통,,199659.764599779,450997.141217362,2026-04-28 22:32:44,I,13,영업중,2022-03-31 10:05:03,,2022-03-30,,서울특별시 중구 필동*가 **-*,PHMG120223010033047000130,3010000,"서울특별시 중구 퇴계로**길 *-**, *층 (필동*가)",04624,01,영업/정상,,,02-2268-5268,
(주)올세라믹스,2010-04-05,,,2026-04-28 22:32:10,I,03,폐업,2010-04-05 10:41:58,,2009-07-31,100-095,서울특별시 중구 남대문로*가 **번지 **호 중앙빌딩***호,PHMG120093010033047000053,3010000,"서울특별시 중구 세종대로 ** (남대문로*가,중앙빌딩***호)",,03,폐업,,,,
베리타스,2025-05-29,200174.995848544,451675.501825666,2026-04-28 22:32:45,I,03,폐업,2025-05-29 16:21:47,,2025-05-29,,서울특별시 중구 을지로*가 **-* 삼성파크빌,PHMG120233010033047000074,3010000,"서울특별시 중구 을지로 ***, ***호 (을지로*가, 삼성파크빌)",04562,03,폐업,,,,
동우치재,2019-12-30,,,2026-04-28 22:31:56,I,24,직권폐업,2019-12-31 15:05:56,,1996-12-17,100-800,서울특별시 중구 남대문로*가 **번지 **호 중앙빌딩 ***호,PHMG119963010033047000010,3010000,"서울특별시 중구 세종대로 **, ***호 (남대문로*가,중앙빌딩)",,04,취소/말소/만료/정지/중지,,,,
㈜화미화장품 굿모닝시청지점,2010-03-25,,,2026-04-28 22:32:00,I,03,폐업,2010-03-25 13:55:43,,2005-09-07,,서울특별시 중구 북창동**  제*호 우성빌딩*층,PHMG120053010033047000057,3010000,,,03,폐업,,,,
신영메디칼무역상사,2011-11-21,,,2026-04-28 22:31:56,I,24,직권폐업,2011-12-26 17:49:29,,1990-06-19,,서울특별시 중구 흥인동***,PHMG119903010033047000003,3010000,,,04,취소/말소/만료/정지/중지,,,,
엠.티 덴탈,2012-11-29,197486.418122228,450683.054495595,2026-04-28 22:32:06,I,03,폐업,2012-11-29 16:18:20,,2008-10-07,100-161,서울특별시 중구 봉래동*가 ***번지 *호 신성빌딩  ***호,PHMG120083010033047000072,3010000,"서울특별시 중구 세종대로*길 **, ***호 (봉래동*가,신성빌딩)",,03,폐업,,,,
씨유 을지로백병원점,2023-01-04,198935.95781469,451359.22765143,2026-04-28 22:32:44,I,03,폐업,2023-01-04 21:11:57,,2022-02-04,,서울특별시 중구 저동*가 **-**,PHMG120223010033047000032,3010000,"서울특별시 중구 마른내로 *, *층 (저동*가)",04552,03,폐업,,,,
주식회사 제이스템,2013-08-13,200104.391382832,451166.330668547,2026-04-28 22:32:21,I,03,폐업,2013-08-13 18:23:30,,2011-09-05,100-855,서울특별시 중구 장충동*가 ***번지 *호 아도라타워 *층 ***호,PHMG120113010033047000061,3010000,"서울특별시 중구 퇴계로 *** (장충동*가,아도라타워 *층 ***호)",,03,폐업,,,02-2277-9600,
메디아트비젼,2010-09-28,197492.284660717,450726.689913465,2026-04-28 22:32:05,I,24,직권폐업,2011-12-26 17:51:01,,2008-04-30,100-161,서울특별시 중구 봉래동*가 **번지   ***호,PHMG120083010033047000034,3010000,"서울특별시 중구 세종대로*길 **, ***호 (봉래동*가)",,04,취소/말소/만료/정지/중지,,,,
위드덴탈,,197486.418122228,450683.054495595,2026-04-28 22:32:44,I,13,영업중,2022-05-27 10:22:06,,2022-05-26,,서울특별시 중구 봉래동*가 ***-*,PHMG120223010033047000158,3010000,"서울특별시 중구 세종대로*길 **, *층 (봉래동*가)",04512,01,영업/정상,,,070-3887-6197,
주식회사 승주통상,,201793.660526862,451691.322648412,2026-04-28 22:32:39,I,13,영업중,2024-05-30 17:17:29,,2020-06-15,,서울특별시 중구 황학동 ****번지,PHMG120203010033047000059,3010000,"서울특별시 중구 퇴계로**길 **, *층 (황학동)",04575,01,영업/정상,,,02-851-7757,
경일덴탈상사,2009-08-17,,,2026-04-28 22:31:58,I,24,직권폐업,2010-04-01 14:40:18,,2004-10-02,,"서울특별시 중구 남대문로*가 *-**, *층",PHMG120043010033047000022,3010000,,,04,취소/말소/만료/정지/중지,,,,
씨유 중구부일점,2017-11-17,196957.591458473,450256.963753518,2026-04-28 22:32:28,I,03,폐업,2017-11-17 14:24:14,,2014-11-06,100-372,서울특별시 중구 만리동*가 **번지 *호,PHMG120143010033047000120,3010000,서울특별시 중구 만리재로 *** (만리동*가),04501,03,폐업,,,,
BB하우스,2011-03-30,,,2026-04-28 22:32:07,I,03,폐업,2011-03-30 17:21:11,,2009-05-04,100-747,서울특별시 중구 충무로*가 신세계백화점건물 *층,PHMG120093010033047000027,3010000,,,03,폐업,,,,
파파렐라보청기,2015-04-09,199312.706156621,451397.652423108,2026-04-28 22:32:12,I,03,폐업,2015-04-09 17:26:43,,2010-03-10,100-300,서울특별시 중구 초동 **번지 **호 *층,PHMG120103010033047000020,3010000,"서울특별시 중구 충무로 ** (초동,*층)",,03,폐업,,,22754529,
바오파니,2023-04-12,200015.499568016,451485.349952584,2026-04-28 22:32:37,I,03,폐업,2023-04-12 17:32:27,,2018-02-09,,서울특별시 중구 오장동 ***번지 *호 센트마상가 ****호,PHMG120183010033047000007,3010000,"서울특별시 중구 동호로**길 **, 센트마상가 *층 ****호 (오장동)",04547,03,폐업,,,,
캔들아이,2019-04-30,200002.952736046,451823.532462914,2026-04-28 22:32:31,I,03,폐업,2019-04-30 16:36:01,,2015-06-04,100-330,서울특별시 중구 주교동 **번지 *호 방산종합시장  A동 ****호,PHMG120153010033047000069,3010000,"서울특별시 중구 동호로**길 **, A동 *층 ***호 (주교동, 방산종합시장)",04546,03,폐업,,,02-2275-7991,
씨제이올리브영(주) 신당역점,,201400.824438273,451528.012185815,2026-04-28 22:32:35,I,13,영업중,2023-02-20 17:36:44,,2016-07-25,,서울특별시 중구 흥인동 **,PHMG120163010033047000061,3010000,"서울특별시 중구 다산로 ***, *층 (흥인동)",04570,01,영업/정상,,,02-2234-5290,
유앤아이 헬스케어,2026-01-27,200875.959598982,450475.271041852,2026-04-28 22:32:46,I,03,폐업,2026-01-27 16:43:04,,2024-08-22,,서울특별시 중구 신당동 ***-*,PHMG120243010033047000062,3010000,"서울특별시 중구 동호로**길 **, *층 ***호 (신당동)",04607,03,폐업,,,,
중림샤인덴탈,,197175.200250032,450823.319779918,2026-04-28 22:32:07,I,13,영업중,2017-09-06 18:32:00,,2009-02-20,,서울특별시 중구 중림동 **번지 *호 *층,PHMG120093010033047000013,3010000,"서울특별시 중구 청파로 ***, *층 (중림동, 신흥빌딩)",04510,01,영업/정상,,,02-3147-2804,
