"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"61","대기오염물질배출시설설치사업장","09_30_08_P","4520000","452000021200300037","2003-10-21","","01","영업/정상","11","영업","","","","","041-539-0400","","","충청남도 아산시 염치읍 방현리 218-1","충청남도 아산시 염치읍 충무로 478-20","336-814","(주)원지","2026-01-23 13:10:59","U","2026-01-25 02:40:00","기타 인쇄업","201172.832567184","368933.451104465","대기배출업소관리","기타 인쇄업","3종","식품포장지 외","24","365","24","365","1198108377",
"62","대기오염물질배출시설설치사업장","09_30_08_P","4580000","458000021201500001","2015-12-24","","01","영업/정상","11","영업","","","","","041-950-3012","","","","충청남도 서천군 서면 월하성길 74-87","33602","(주)대일인터내셔널하스피탈리티그룹","2026-01-23 13:48:26","U","2026-01-25 02:40:00","","160090.774724438","292578.858653385","대기배출업소관리","","5종","","8","120","8","120","1078558227",
"63","대기오염물질배출시설설치사업장","09_30_08_P","3170000","317000021200800020","2008-11-14","","01","영업/정상","11","영업","","","","","8937233","","","서울특별시 금천구 독산동 332-19","서울특별시 금천구 범안로11길 10 (독산동)","153-814","대진자동차공업사","2026-01-23 17:11:42","U","2026-01-25 02:40:00","자동차 종합 수리업","190362.406893847","440557.826526695","대기배출업소관리","자동차 종합 수리업","5종","","8","300","8","300","7870400406",
"64","대기오염물질배출시설설치사업장","09_30_08_P","4520000","452000021201700001","2017-01-13","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 영인면 신봉리 498","충청남도 아산시 영인면 신봉길 148","31422","(주)시너스","2026-01-23 13:04:17","U","2026-01-25 02:40:00","폐기물 처리업","198733.865779424","377352.898181664","대기배출업소관리","폐기물 처리업","5종","","24","365","24","365","3128676256",
"65","대기오염물질배출시설설치사업장","09_30_08_P","3120000","312000021201500019","2015-12-29","","01","영업/정상","11","영업","","","","","32772953","","","","서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)","03760","이화여자대학교","2026-01-23 17:33:14","U","2026-01-25 02:40:00","대학교","195287.766418517","451143.789306014","대기배출업소관리","대학교","3종","","","0","","0","1108201016",
"66","대기오염물질배출시설설치사업장","09_30_08_P","3420000","342000021201400003","2014-05-19","","01","영업/정상","11","영업","","","","","053-965-8845","","","대구광역시 동구 각산동 293-10","대구광역시 동구 안심로59길 24 (각산동)","41081","유한회사 창","2026-01-23 15:48:32","U","2026-01-25 02:40:00","","355167.413806314","264512.637896381","대기배출업소관리","","5종","","5","280","5","280","5028623027",
"67","대기오염물질배출시설설치사업장","09_30_08_P","3420000","342000021201500002","2015-02-17","","01","영업/정상","11","영업","","","","","","","","대구광역시 동구 동호동 205-1","대구광역시 동구 안심로 285 (동호동)","701-848","혁신자동차정비검사소","2026-01-23 15:48:24","U","2026-01-25 02:40:00","자동차 종합 수리업","354932.301591554","264283.407758037","대기배출업소관리","자동차 종합 수리업","4종","","6","300","6","300","5023486421",
"68","대기오염물질배출시설설치사업장","09_30_08_P","3620000","362000021200400015","2004-05-03","","01","영업/정상","11","영업","","","","","269-4949","","","광주광역시 북구 오치동 857-7","광주광역시 북구 설죽로370번길 10-17 (오치동)","","북구종합정비마을자동차공업사","2026-01-23 06:30:40","U","2026-01-25 02:40:00","자동차 수리업","190878.01888608","188083.27211125","대기배출업소관리","자동차 수리업","5종","도색차량","0","0","0","0","4091468655",
"69","대기오염물질배출시설설치사업장","09_30_08_P","4540000","454000021201500004","2015-05-26","","01","영업/정상","11","영업","","","","","041-742-0401","","","충청남도 논산시 연무읍 동산리 978","충청남도 논산시 연무읍 동산산업단지로 78","33010","(주)시온텍","2026-01-23 12:52:11","U","2026-01-25 02:40:00","혼성 및 재생 플라스틱 소재 물질 제조업","212091.800569168","292066.587732766","대기배출업소관리","혼성 및 재생 플라스틱 소재 물질 제조업","5종","","8","240","8","240","5608500095",
"70","대기오염물질배출시설설치사업장","09_30_08_P","5600000","560000021200100001","2000-12-29","","01","영업/정상","11","영업","","","","","5412951","","","경기도 포천시 선단동 308-30","경기도 포천시 호국로1145번길 123-11 (선단동)","11158","선우산업㈜","2026-01-23 17:59:27","U","2026-01-25 02:40:00","배전반 및 전기자동제어반 제조업","214182.895127612","484351.489952106","대기배출업소관리","배전반 및 전기자동제어반 제조업","5종","배전반","8","300","8","300","",
"71","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021201311052","2013-12-03","","01","영업/정상","11","영업","","","","","","","","경상남도 김해시 상동면 우계리 75","경상남도 김해시 상동면 묵방로 62","621-816","용광수지","2026-01-23 15:45:56","U","2026-01-25 02:40:00","비금속류 원료 재생업","373774.159393146","201114.084573232","대기배출업소관리","비금속류 원료 재생업","5종","","","0","","0","6210253822",
"72","대기오염물질배출시설설치사업장","09_30_08_P","5600000","560000021199400389","1994-11-05","","01","영업/정상","11","영업","","","","","544-3800","","","경기도 포천시 가산면 금현리 184-2 ,-4,-5,185-1,186-1,187-1,188","경기도 포천시 가산면 정금로 509-9","487-813","에스와이우리레미콘(주)","2026-01-23 18:07:25","U","2026-01-25 02:40:00","레미콘 제조업","217843.588054256","480882.430983017","대기배출업소관리","레미콘 제조업","5종","레미콘","8","300","","0","1278166892",
"73","대기오염물질배출시설설치사업장","09_30_08_P","5670000","567014021201500007","2015-10-19","","01","영업/정상","11","영업","","","","","055-280-4630","","","경상남도 창원시 성산구 성산동 59","경상남도 창원시 성산구 성산패총로 9 (성산동)","51575","한화모멘텀주식회사","2026-01-23 22:23:40","U","2026-01-25 02:40:00","특수 목적용 기계 제조업","352108.23759039","190022.613806737","대기배출업소관리","특수 목적용 기계 제조업","5종","산업용기계","24","100","","0","4358802880",
"74","대기오염물질배출시설설치사업장","09_30_08_P","3360000","336000021201100017","2011-04-29","","01","영업/정상","11","영업","","","","","051-832-5657","","","부산광역시 강서구 송정동 1735-2 부산청정도금센터113호,213호","부산광역시 강서구 녹산산단382로14번가길 20 (송정동)","618-270","(주)다온테크","2026-01-23 11:04:40","U","2026-01-25 02:40:00","도금업","369030.767256642","177890.74782732","대기배출업소관리","도금업","4종","","16","300","16","300","8638700305",
"75","대기오염물질배출시설설치사업장","09_30_08_P","4390000","439000021202200018","2022-10-21","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-22","","","","","","","충청북도 충주시 주덕읍 장록리 72-12 번지 외 9필지","","","(주)영성","2026-01-23 17:46:31","U","2026-01-25 02:40:00","모래 및 자갈 채취업","268555.798235667","389395.015390389","대기배출업소관리","모래 및 자갈 채취업","5종","","8","195","","0","2768601895",
"76","대기오염물질배출시설설치사업장","09_30_08_P","4711000","471100021200700002","2007-01-25","","01","영업/정상","11","영업","","","","","063-545-7878","","","전북특별자치도 김제시 백산면 수록리 972","전북특별자치도 김제시 백산면 대동공단2길 38","","주식회사 한국몰드 김제","2026-01-23 17:10:02","U","2026-01-25 02:40:00","자동차 차체용 신품 부품 제조업","187508.179793722","261039.841891098","대기배출업소관리","자동차 차체용 신품 부품 제조업","3종","","24","300","24","300","8338600160",
"77","대기오염물질배출시설설치사업장","09_30_08_P","6540000","654000001199700030","2010-06-09","","01","영업/정상","01","영업","","","","","0634415693","","","전북특별자치도 군산시 오식도동 502-1 ㈜KHE","전북특별자치도 군산시 자유무역3길 19, ㈜KHE(오식도동)","54001","에스앤티에너지(주)","2026-01-23 08:57:52","U","2026-01-25 02:40:00","","159341.785462487","274105.294112353","대기배출업소관리","증류기,열교환기 및 가스발생기 제조업","2종",".","0","0","0","0","",
"78","대기오염물질배출시설설치사업장","09_30_08_P","6540000","654000001201500092","2016-11-10","","01","영업/정상","01","영업","","","","","0634604261","","","","전북특별자치도 군산시 외항1길 296 (소룡동)","573-879","(주)엘엑스글라스 군산공장","2026-01-23 09:23:28","U","2026-01-25 02:40:00","","167653.787503633","274946.2289083","대기배출업소관리","유리 및 유리제품 제조업","1종","","0","0","0","0","",
"79","대기오염물질배출시설설치사업장","09_30_08_P","6540000","654000001201400021","2015-02-08","","01","영업/정상","01","영업","","","","","0634605114","","","","전북특별자치도 군산시 외항1길 56 (소룡동)","573-879","(주)유니드비티플러스","2026-01-23 09:10:54","U","2026-01-25 02:40:00","","170001.497494242","275702.721482346","대기배출업소관리","강화 및 재생 목재 제조업","1종","목재","0","0","0","0","",
"80","대기오염물질배출시설설치사업장","09_30_08_P","6540000","654000001201900053","2019-11-26","","01","영업/정상","01","영업","","","","","0542789484","","","전북특별자치도 군산시 오식도동 873-8","전북특별자치도 군산시 자유무역로 35 (오식도동)","54002","(주)피지티","2026-01-23 09:38:55","U","2026-01-25 02:40:00","","159079.55057509","271964.684245538","대기배출업소관리","합성염료, 유연제 및 기타착색제 제조업","4종","염료 조제","0","0","0","0","",
"81","대기오염물질배출시설설치사업장","09_30_08_P","6540000","654000001201400178","2014-08-22","","01","영업/정상","01","영업","","","","","0632102806","","","","전북특별자치도 전주시 덕진구 기린대로 787 (팔복동2가)","561-720","(주)휴비스 전주공장","2026-01-23 09:04:44","U","2026-01-25 02:40:00","","208688.430383697","261577.193757233","대기배출업소관리","화학섬유 제조업","1종","화학섬유","24","365","0","0","4028513635",
"82","대기오염물질배출시설설치사업장","09_30_08_P","5020000","502000021202100007","2021-04-12","","01","영업/정상","11","영업","","","","","054-275-9777","","","경상북도 포항시 남구 장흥동 1858","경상북도 포항시 남구 장흥로39번길 44 (장흥동)","37871","렘코(주) 재활용1공장(장흥)","2026-01-23 17:59:34","U","2026-01-25 02:40:00","폐기물 처리업","413927.035283068","277694.275647034","대기배출업소관리","폐기물 처리업","5종","","","0","","0","6068635316",
"83","대기오염물질배출시설설치사업장","09_30_08_P","5080000","508000021202100005","2021-03-10","","01","영업/정상","11","영업","","","","","","","","경상북도 구미시 임수동 94-1 삼성전자 2공장","경상북도 구미시 3공단3로 302, 삼성전자 2공장 (임수동)","39388","삼성전자(주) 구미2사업장","2026-01-23 11:02:01","U","2026-01-25 02:40:00","이동전화기 제조업","327246.920067768","290666.358443785","대기배출업소관리","이동전화기 제조업","3종","","","0","","0","1248100998",
"84","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021202100044","2021-04-22","","01","영업/정상","11","영업","","","","","031-5029-6241","","","경기도 화성시 양감면 요당리 103-3","경기도 화성시 양감면 은행나무로62번길 18-18","18633","(주)리온","2026-01-23 11:01:22","U","2026-01-25 02:40:00","반도체 제조용 기계 제조업","194355.562492822","395808.320715293","대기배출업소관리","반도체 제조용 기계 제조업","5종","","10","0","","300","1358194481",
"85","대기오염물질배출시설설치사업장","09_30_08_P","4930000","493000021202100002","2021-04-20","","01","영업/정상","11","영업","","","","","","","","전라남도 해남군 옥천면 영신리 605","전라남도 해남군 옥천면 농공단지길 68","59021","(주)하이콘","2026-01-23 14:38:50","U","2026-01-25 02:40:00","콘크리트, 시멘트 및 플라스터 제품 제조업","167126.516784671","120178.408725522","대기배출업소관리","콘크리트, 시멘트 및 플라스터 제품 제조업","5종","","8","300","8","300","2288601936",
"86","대기오염물질배출시설설치사업장","09_30_08_P","5540000","554000021201400052","2014-08-27","","01","영업/정상","11","영업","","","","","","","","경기도 광주시 도척면 궁평리 217-5","경기도 광주시 도척면 다람로36번길 19-15","464-951","명신디자인","2026-01-23 14:46:30","U","2026-01-25 02:40:00","기타 목재가구 제조업","228611.493267029","425826.431307086","대기배출업소관리","기타 목재가구 제조업","4종","진열장","8","300","8","300","1681202817",
"87","대기오염물질배출시설설치사업장","09_30_08_P","3340000","334000021201600022","2016-10-05","","01","영업/정상","11","영업","","","","","317-6076","","","부산광역시 사하구 장림동 914-4 914-49","부산광역시 사하구 다산로208번길 32 (장림동)","604-842","(주)지원","2026-01-23 13:24:41","U","2026-01-25 02:40:00","건설 폐기물 처리업","378589.860456611","176478.096857024","대기배출업소관리","건설 폐기물 처리업","2종","","","0","","0","6068175803",
"88","대기오염물질배출시설설치사업장","09_30_08_P","5690000","569000021201000013","2010-11-16","","04","취소/말소/만료/정지/중지","4","폐쇄","2026-01-23","","","","044-715-5811","","","세종특별자치시 장군면 평기리 10","세종특별자치시 장군면 평기산양길 29-1","339-912","아진산업(주)","2026-01-23 16:50:55","U","2026-01-25 02:40:00","레미콘 제조업","218147.567517966","336927.845708419","대기배출업소관리","레미콘 제조업","5종","","8","250","8","250","3078118453",
"89","대기오염물질배출시설설치사업장","09_30_08_P","5400000","540000021200900005","2009-01-21","","01","영업/정상","11","영업","","","","","5827101","","","경상남도 함안군 법수면 강주리 973-1","경상남도 함안군 법수면 강주1길 142","637-831","대성파워텍(주)","2026-01-23 15:12:18","U","2026-01-25 02:40:00","그외 기타 가공공작기계 제조업","320488.417597856","202049.496696371","대기배출업소관리","그외 기타 가공공작기계 제조업","4종","가공공작기계부품","3","240","3","240","6098194451",
"90","대기오염물질배출시설설치사업장","09_30_08_P","3490000","349000021201200002","2012-01-03","","01","영업/정상","11","영업","","","","","746-6682","","","인천광역시 중구 운서동 2863-6 신공항레미콘(주)","인천광역시 중구 영종해안북로702번길 115-95, 신공항레미콘(주) (운서동)","22380","㈜쌍용레미콘영종","2026-01-23 09:30:10","U","2026-01-25 02:40:00","레미콘 제조업","151294.01612848","443429.017504902","대기배출업소관리","레미콘 제조업","4종","","8","300","8","300","2288803317",
"91","대기오염물질배출시설설치사업장","09_30_08_P","5590000","559000021201700016","2017-04-28","","01","영업/정상","11","영업","","","","","","","","경기도 양주시 회암동 524","","","삼성플라스틱(주)","2026-01-23 18:11:49","U","2026-01-25 02:40:00","","207151.23437105","482148.774464229","대기배출업소관리","","5종","","","0","","0","1138108423",
"92","대기오염물질배출시설설치사업장","09_30_08_P","5410000","541000021201500013","2015-08-24","","01","영업/정상","11","영업","","","","","526-4003","","","경상남도 창녕군 남지읍 39-39","경상남도 창녕군 남지읍 당포길 26","50354","영농조합법인 지무","2026-01-23 10:21:48","U","2026-01-25 02:40:00","기타 작물 재배업","333857.890574348","213031.999890887","대기배출업소관리","기타 작물 재배업","4종","새송이버섯 종균","12","300","12","300","6088178636",
"93","대기오염물질배출시설설치사업장","09_30_08_P","3180000","318000021201500056","2015-12-29","","01","영업/정상","11","영업","","","","","780-6642","","","서울특별시 영등포구 여의도동 14-13","서울특별시 영등포구 국회대로72길 22 (여의도동)","","가든빌딩자치관리운영회","2026-01-23 16:16:40","U","2026-01-25 02:40:00","기타 협회 및 단체","192969.820840993","447419.648688406","대기배출업소관리","기타 협회 및 단체","5종","","4","95","4","95","1168000781",
"94","대기오염물질배출시설설치사업장","09_30_08_P","3620000","362000021201500002","2015-06-05","","01","영업/정상","11","영업","","","","","062-962-3677","","","광주광역시 북구 지야동 802-28","","","오토마트자동차정비","2026-01-23 06:31:12","U","2026-01-25 02:40:00","","189579.255393305","192344.477585527","대기배출업소관리","","4종","","4","300","4","300","4101181680",
"95","대기오염물질배출시설설치사업장","09_30_08_P","4810000","481000021200000156","2015-01-26","","01","영업/정상","11","영업","","","","","061 6886645","","","전라남도 여수시 중흥동 753","전라남도 여수시 산단중앙로 438 (중흥동)","","폴리미래(주)용성공장","2026-01-23 11:29:34","U","2026-01-25 02:40:00","","262005.439136254","148700.145327357","대기배출업소관리","","3종","","24","365","24","365","4178506475",
"96","대기오염물질배출시설설치사업장","09_30_08_P","4490000","449000021200000605","2000-02-18","","01","영업/정상","11","영업","","","","","0415631704","","","충청남도 천안시 서북구 두정동 403-5 거산케미칼","충청남도 천안시 서북구 두정공단1길 82-3, 거산케미칼 (두정동)","31112","거산케미칼","2026-01-23 15:45:10","U","2026-01-25 02:40:00","도금업","214099.352060686","370535.123311642","대기배출업소관리","도금업","5종","표면처리품","17","365","17","365","3121044138",
"97","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021201400183","2014-11-17","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 남양읍 안석리 426-4","경기도 화성시 남양읍 남양로368번길 41-5","445-100","그린텍","2026-01-23 13:04:28","U","2026-01-25 02:40:00","","183749.864122396","407931.571941652","대기배출업소관리","","5종","","24","300","","300","1244921881",
"98","대기오염물질배출시설설치사업장","09_30_08_P","3620000","362000021200700002","2007-12-24","","01","영업/정상","11","영업","","","","","265-7979","","","광주광역시 북구 문흥동 96-2 ,97","광주광역시 북구 동문대로 297 (문흥동,,97)","","주식회사동광주자동차검사장","2026-01-23 06:31:21","U","2026-01-25 02:40:00","자동차 수리업","193866.950495735","187681.436520535","대기배출업소관리","자동차 수리업","4종","도색차량","4","300","4","300","4098600026",
"99","대기오염물질배출시설설치사업장","09_30_08_P","3730000","373000021199706001","1997-02-06","","01","영업/정상","11","영업","","","","","","","","울산광역시 울주군 웅촌면 고연리 488","울산광역시 울주군 웅촌면 밭마당길 20","","신일피엔에스(주)","2026-01-23 15:03:04","U","2026-01-25 02:40:00","","397086.729014894","218474.413115256","대기배출업소관리","","5종","","8","300","8","300","6108106950",
"100","대기오염물질배출시설설치사업장","09_30_08_P","5530000","553000021201100145","2011-11-23","","01","영업/정상","11","영업","","","","","0314142812","","","경기도 화성시 우정읍 호곡리 230-61 -65,-103,-104","","","엔에프씨(주)","2026-01-23 09:43:10","U","2026-01-25 02:40:00","기타 인쇄업","","","대기배출업소관리","기타 인쇄업","5종","","8","300","8","300","1348640672",
"101","대기오염물질배출시설설치사업장","09_30_08_P","4450000","445000021201460324","2014-01-15","","01","영업/정상","11","영업","","","","","5317072","","","충청북도 진천군 이월면 노원리 45-10","충청북도 진천군 이월면 진광로 486","","(주)엠씨엠","2026-01-23 16:01:56","U","2026-01-25 02:40:00","액체 여과기 제조업","239059.421354977","378372.709186322","대기배출업소관리","액체 여과기 제조업","5종","멤브레인필터,튜브","8","300","8","300","3018604499",
"102","대기오염물질배출시설설치사업장","09_30_08_P","4550000","455000021200400300","2007-05-23","","01","영업/정상","11","영업","","","","","041-753-0020","","","충청남도 금산군 복수면 용진리 258","충청남도 금산군 복수면 다복로 455-10","312-923","(주)모던이앤알","2026-01-23 09:16:53","U","2026-01-25 02:40:00","폐기물 처리업","239318.158978694","297649.885585296","대기배출업소관리","폐기물 처리업","4종","재활용품","8","300","0","0","3058165417",
"103","대기오염물질배출시설설치사업장","09_30_08_P","4470000","447000021199100094","1991-11-21","","01","영업/정상","11","영업","","","","","0438794000","","","충청북도 음성군 대소면 삼호리 287-3","충청북도 음성군 대소면 삼양로 816-41","27673","(주)삼동","2026-01-23 13:26:06","U","2026-01-25 02:40:00","동 압연, 압출 및 연신제품 제조업","241585.029985023","383878.866137042","대기배출업소관리","동 압연, 압출 및 연신제품 제조업","5종","","24","350","24","350","3038106751",
"104","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021200000108","2004-05-27","","01","영업/정상","11","영업","","","","","0553337151","","","경상남도 김해시 안동 258-9","경상남도 김해시 김해대로2635번길 26 (안동)","621-914","TKG태광(주)","2026-01-23 09:33:06","U","2026-01-25 02:40:00","신발 제조업","374346.146512624","194172.135936825","대기배출업소관리","신발 제조업","4종","","8","240","8","240","6228105819",
"105","대기오염물질배출시설설치사업장","09_30_08_P","3050000","305000021200700027","2007-01-09","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","07070194213","","","서울특별시 동대문구 용두동 34-6","서울특별시 동대문구 청계천로 563 (용두동)","130-817","(주)동대문환경개발공사","2026-01-23 16:28:12","U","2026-01-25 02:40:00","폐기물 처리업","","","대기배출업소관리","폐기물 처리업","5종","","","0","","0","2118777100",
"106","대기오염물질배출시설설치사업장","09_30_08_P","4080000","408000021200400886","2004-02-20","","01","영업/정상","11","영업","","","","","031 655 3661","","","경기도 안성시 공도읍 신두리 320-2","경기도 안성시 공도읍 대신두길 43","","우진물산(주)","2026-01-23 16:16:30","U","2026-01-25 02:40:00","플라스틱 필름, 시트 및 판 제조업","217415.088732034","388213.095717784","대기배출업소관리","플라스틱 필름, 시트 및 판 제조업","4종","플라스틱시트","24","250","24","250","1308101008",
"107","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021200001228","2005-03-07","","01","영업/정상","11","영업","","","","","055 323 1298","","","경상남도 김해시 생림면 봉림리 1072-1","","","대창단조(주)","2026-01-23 14:45:42","U","2026-01-25 02:40:00","","367699.304694967","205835.214164476","대기배출업소관리","","3종","단조품","16","300","16","300","6228504216",
"108","대기오염물질배출시설설치사업장","09_30_08_P","3470000","347000021201700024","2017-08-21","","01","영업/정상","11","영업","","","","","0535843947","","","","대구광역시 달서구 성서공단북로69길 32-13 (장동)","42697","대성브이디산업(주)","2026-01-23 16:12:41","U","2026-01-25 02:40:00","산업용 비경화고무제품 제조업","336558.388311975","261626.559200653","대기배출업소관리","산업용 비경화고무제품 제조업","5종","고무제품","8","300","8","300","5038183585",
"109","대기오염물질배출시설설치사업장","09_30_08_P","3470000","347000021201100028","2011-10-28","","01","영업/정상","11","영업","","","","","5833368","","","대구광역시 달서구 대천동 893-2","대구광역시 달서구 성서공단로 72-7 (대천동)","704-801","(주)진부","2026-01-23 16:46:05","U","2026-01-25 02:40:00","고무제품 제조업","334660.241824231","260346.525273881","대기배출업소관리","고무제품 제조업","5종","자동차부품","8","300","8","300","5038116863",
"110","대기오염물질배출시설설치사업장","09_30_08_P","4080000","408000021200200742","2002-10-24","","01","영업/정상","11","영업","","","","","6546573","","","경기도 안성시 원곡면 반제리 441-8,-11","경기도 안성시 원곡면 기업단지로 287","456-811","대원종합건설기계","2026-01-23 15:19:32","U","2026-01-25 02:40:00","","214706.034723366","390560.526481786","대기배출업소관리","","5종","","8","300","8","300","1251564044",
"111","대기오염물질배출시설설치사업장","09_30_08_P","3630000","363000021202500002","2025-03-19","","01","영업/정상","11","영업","","","","","","","","광주광역시 광산구 삼거동 258","광주광역시 광산구 체암로 1826 (삼거동)","62407","광모 유한회사","2026-01-23 15:21:13","U","2026-01-25 02:40:00","지정외 폐기물 처리업","170028.848119336","183478.23787688","대기배출업소관리","지정외 폐기물 처리업","5종","","8","300","8","300","3118803375",
"112","대기오염물질배출시설설치사업장","09_30_08_P","4040000","404000021202500002","2025-04-18","","03","폐업","2","폐업","2026-01-23","","","","","","","경기도 하남시 광암동 401-1","경기도 하남시 초광산단동로 6, 4층 (광암동)","12989","카시딘(CARCIDIN)","2026-01-23 16:49:53","U","2026-01-25 02:40:00","자동차 종합 수리업","215193.296037514","447354.17966373","대기배출업소관리","자동차 종합 수리업","5종","","8","300","7","300","5792202068",
"113","대기오염물질배출시설설치사업장","09_30_08_P","5350000","535000021202300058","2023-12-20","","01","영업/정상","11","영업","","","","","055-337-3838","","","경상남도 김해시 주촌면 내삼리 1076-2","경상남도 김해시 주촌면 서부로1541번안길 83","50877","(주)네오스텍 대표이사","2026-01-23 16:59:44","U","2026-01-25 02:40:00","부직포 및 펠트 제조업","364525.361401937","194317.39503326","대기배출업소관리","부직포 및 펠트 제조업","4종","","","0","","0","3718702070",
"114","대기오염물질배출시설설치사업장","09_30_08_P","5410000","541000021201400007","2014-12-15","","01","영업/정상","11","영업","","","","","055-532-1700","","","경상남도 창녕군 대합면 평지리 980-1","경상남도 창녕군 대합면 수장퇴산로 90","635-942","(주)영등산업","2026-01-23 14:07:23","U","2026-01-25 02:40:00","콘크리트 타일, 기와, 벽돌 및 블록 제조업","332386.775642597","232619.630441016","대기배출업소관리","콘크리트 타일, 기와, 벽돌 및 블록 제조업","4종","벽돌 및 블럭","8","300","8","300","6868500062",
"115","대기오염물질배출시설설치사업장","09_30_08_P","6520000","652000021200180005","2001-04-24","","01","영업/정상","11","영업","","","","","0647941063","","","제주특별자치도 서귀포시 대정읍 안성리 866 외3필지","제주특별자치도 서귀포시 대정읍 평화로89번길 171 (외3필지)","","삼성아스콘","2026-01-23 07:42:00","U","2026-01-25 02:40:00","기타 석제품 제조업","133886.532998563","-24792.6725095388","대기배출업소관리","기타 석제품 제조업","4종","","8","75","8","75","6162650421",
"116","대기오염물질배출시설설치사업장","09_30_08_P","6520000","652000021200280006","2002-06-18","","01","영업/정상","11","영업","","","","","","","","제주특별자치도 서귀포시 안덕면 서광리 2488","제주특별자치도 서귀포시 안덕면 화순서동로 282","","(주)현대아스콘","2026-01-23 07:42:11","U","2026-01-25 02:40:00","","137926.867225151","-24250.594819369","대기배출업소관리","","4종","","8","36","8","36","",
"117","대기오염물질배출시설설치사업장","09_30_08_P","6430000","643000001201600089","2016-12-13","","01","영업/정상","01","영업","","","","","0438732388","","","","충청북도 음성군 원남면 원남산단로 111","27721","유에스파마텍코리아(주)","2026-01-23 17:06:21","U","2026-01-25 02:40:00","","260782.648652784","376546.0147186","대기배출업소관리","건강기능식품 제조업","4종","크릴단백질, 크릴오일, 쌀추출농축액","8","260","0","0","1538603718",
"118","대기오염물질배출시설설치사업장","09_30_08_P","4540000","454000021202000009","2020-12-02","","03","폐업","2","폐업","2025-09-22","","","","","","","충청남도 논산시 광석면 천동리 724-12","충청남도 논산시 광석면 천동길 18","","광석미곡처리장","2026-01-23 12:52:02","U","2026-01-25 02:40:00","","208669.287510452","303892.238224247","대기배출업소관리","","5종","","8","200","8","200","",
"119","대기오염물질배출시설설치사업장","09_30_08_P","3990000","399000021202300013","2023-10-25","","01","영업/정상","11","영업","","","","","1688-1240","","","경기도 남양주시 화도읍 차산리 856-1","경기도 남양주시 화도읍 수레로964번길 86","12199","주식회사 21그램그룹","2026-01-23 10:56:02","U","2026-01-25 02:40:00","애완 동물 장묘 및 보호 서비스업","225555.794620331","458218.250832737","대기배출업소관리","애완 동물 장묘 및 보호 서비스업","5종","","","0","8","300","3628100571",
"120","대기오염물질배출시설설치사업장","09_30_08_P","4490000","449000021202400059","2024-12-18","","01","영업/정상","11","영업","","","","","","","","충청남도 천안시 서북구 성환읍 신가리 564","충청남도 천안시 서북구 성환읍 비아이티산단1로 123","31001","씨앤피","2026-01-23 15:46:01","U","2026-01-25 02:40:00","일반용 도료 및 관련제품 제조업","","","대기배출업소관리","일반용 도료 및 관련제품 제조업","5종","비수성 매질 분산안료(페인트,에나멜용) 제조","24","365","24","365","2470400228",
"121","대기오염물질배출시설설치사업장","09_30_08_P","4641000","465100021202400024","2024-12-27","","01","영업/정상","11","영업","","","","","02-508-4666","","","전북특별자치도 전주시 완산구 경원동3가 72-2","전북특별자치도 전주시 완산구 현무1길 10, 신라스테이 전주 (경원동3가)","55000","주식회사 에스제이케이개발","2026-01-23 14:47:29","U","2026-01-25 02:40:00","숙박시설 운영업","213351.044047758","257741.423718487","대기배출업소관리","숙박시설 운영업","4종","","24","365","24","365","5918600422",
"122","대기오염물질배출시설설치사업장","09_30_08_P","4440000","444000021202400001","2024-12-09","","01","영업/정상","11","영업","","","","","","","","충청북도 영동군 용산면 청화리 360 외3필지","충청북도 영동군 용산면 상청화길 47","29109","(유)대원산업","2026-01-23 10:56:46","U","2026-01-25 02:40:00","모래 및 자갈 채취업","275840.936860893","309734.655974179","대기배출업소관리","모래 및 자갈 채취업","5종","","","0","","0","8468703011",
"123","대기오염물질배출시설설치사업장","09_30_08_P","6300000","630000001202400036","2024-12-30","","03","폐업","02","폐업","2026-01-23","","","","","","","대전광역시 유성구 화암동 58-3 한국원자력통제기술원화암캠퍼스","대전광역시 유성구 유성대로 1534, 한국원자력통제기술원화암캠퍼스 (화암동)","34054","한국원자력통제기술원 화암동청사","2026-01-23 17:44:31","U","2026-01-25 02:40:00","","234273.656943539","322972.986515345","대기배출업소관리","기타 공학 연구개발업","5종","","24","365","0","0","3148211120",
