사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
(주)이아이디 네오시티주유소 지점,주유소,,193099.332836113,445704.136257393,2026-05-06 22:58:19,I,06,휴지사업재개,2026-05-04 09:51:41,,1994-01-13,1265,서울특별시 영등포구 신길동 70-1,1994318007601500008,3180000,서울특별시 영등포구 영등포로 399 (신길동),,2026-02-10,01,영업/정상,,,02-842-1155
버드나룻길주유소,주유소,,191786.727629467,447312.65513159,2026-05-06 22:58:21,I,01,신규등록,2023-10-25 11:23:36,,1994-01-13,780,서울특별시 영등포구 당산동 121-106,1994318007601500019,3180000,서울특별시 영등포구 버드나루로 111 (당산동),,,01,영업/정상,,,02-676-5151
선유도주유소,주유소,,190404.823135379,448470.995118249,2026-05-06 22:58:21,I,01,신규등록,2023-10-25 11:15:09,,1996-02-08,,서울특별시 영등포구 양평동5가 37,1996318007601500001,3180000,서울특별시 영등포구 양평로 141 (양평동5가),,,01,영업/정상,,,02-2671-5223
민기석유,일반판매소,,192411.985865192,445410.856217421,2026-05-06 22:58:23,I,01,신규등록,2024-10-25 09:27:09,,2004-08-09,,서울특별시 영등포구 신길동 158-6,1996318019001200056,3180000,서울특별시 영등포구 도신로54길 7 (신길동),,,01,영업/정상,,,
한경석유(주)경덕주유소,주유소,,192837.758872576,444023.386588526,2026-05-06 22:58:26,I,01,신규등록,2021-11-05 09:41:08,,1999-09-16,785,서울특별시 영등포구 신길동 4214,1999318007601500002,3180000,서울특별시 영등포구 여의대방로23길 2 (신길동),07433,,01,영업/정상,,,02-833-1333
주식회사성일유화,용제판매소,,,,2026-05-06 22:58:27,I,02,등록취소,2001-04-23 00:00:00,,2001-04-18,,서울특별시 영등포구 당산동6가 121-73,2001318007601500003,3180000,,,,04,취소/말소/만료/정지/중지,,,
(주)세전인터내쇼날,용제판매소,,190365.157302806,446477.869158807,2026-05-06 22:58:27,I,01,신규등록,2024-10-30 14:25:04,,2001-04-23,,서울특별시 영등포구 문래동3가 82-9 3E 타워,2001318007601500006,3180000,"서울특별시 영등포구 문래북로 60, 3E 타워 2층 (문래동3가)",07294,,01,영업/정상,,,02-841-9051
모든이주유소,주유소,,191163.996933784,445841.442864865,2026-05-06 22:58:28,I,01,신규등록,2025-11-10 16:53:53,,2001-06-26,,서울특별시 영등포구 문래동3가 8-17,2001318007601500009,3180000,서울특별시 영등포구 경인로 789 (문래동3가),,,01,영업/정상,,,26377788
KH에너지(주) 직영 KH여의도주유소,주유소,,192893.607786708,447619.813593085,2026-05-06 22:58:31,I,01,신규등록,2025-02-05 10:10:42,,1994-01-13,1024,서울특별시 영등포구 여의도동 13-11,2002318007601500007,3180000,서울특별시 영등포구 국회대로 794 (여의도동),,,01,영업/정상,2015-09-01,2015-12-31,02-761-0085
국회대로주유소,주유소,,192508.913834937,447309.297040882,2026-05-06 22:58:35,I,01,신규등록,2024-08-06 10:02:16,,1994-01-13,1440,서울특별시 영등포구 여의도동 17-2,2003318007601500006,3180000,서울특별시 영등포구 국회대로 746 (여의도동),,,01,영업/정상,,,02-782-9694
주식회사 강서오일,주유소,,191817.199365771,445315.304547129,2026-05-06 22:58:36,I,06,휴지사업재개,2023-11-01 13:08:03,,2003-06-04,,서울특별시 영등포구 도림동 71,2003318007601500007,3180000,서울특별시 영등포구 도신로 151 (도림동),,2023-10-28,01,영업/정상,,,02-832-1700
SK에너지(주) 기린주유소,주유소,,190992.043169641,448226.051690401,2026-05-06 22:58:37,I,01,신규등록,2024-11-25 14:21:53,,1994-04-23,680,서울특별시 영등포구 양평동4가 159-1,2003318007601500008,3180000,서울특별시 영등포구 선유로 270 (양평동4가),,,01,영업/정상,,,02-2068-7800
SK에너지(주)양평주유소,주유소,,190508.813348814,447654.257090667,2026-05-06 22:58:40,I,01,신규등록,2024-11-25 14:22:34,,2003-10-01,2757.5,서울특별시 영등포구 양평동3가 80-2,2003318007601500013,3180000,서울특별시 영등포구 선유로 195 (양평동3가),,,01,영업/정상,,,02-2633-1013
(주)대경유업 영등포제일셀프,주유소,,191043.985319082,444464.348794306,2026-05-06 22:58:41,I,01,신규등록,2021-02-25 09:05:50,,2003-10-01,757.2,서울특별시 영등포구 대림동 667-9,2003318007601500014,3180000,서울특별시 영등포구 가마산로 379 (대림동),,,01,영업/정상,,,02-843-0481
SK에너지(주)신길동주유소,주유소,,192593.404916499,445902.768408138,2026-05-06 22:58:42,I,01,신규등록,2024-11-25 14:21:13,,2003-10-01,,서울특별시 영등포구 신길동 50-8,2003318007601500016,3180000,서울특별시 영등포구 영등포로 348 (신길동),,,01,영업/정상,,,02-843-0481
정다운주유소,주유소,,190987.57887496,444381.741668931,2026-05-06 22:58:44,I,02,등록취소,2017-06-15 10:55:38,2015-07-01,2006-05-09,756.9,서울특별시 영등포구 대림동 667-13,2003318007601500023,3180000,서울특별시 영등포구 가마산로 367 (대림동),,2011-05-04,04,취소/말소/만료/정지/중지,2011-03-30,2011-06-30,
(주)정수에너지 직영 성락주유소,주유소,,191341.783222286,444628.002467771,2026-05-06 22:58:44,I,06,휴지사업재개,2022-11-08 09:52:41,,2003-12-01,853,서울특별시 영등포구 신길동 355-545,2003318007601500024,3180000,서울특별시 영등포구 가마산로 414 (신길동),,,01,영업/정상,,,02-844-8465
한미에너지,일반판매소,,192519.582052938,445339.090852632,2026-05-06 22:58:44,I,01,신규등록,2025-10-23 09:03:43,,2003-11-26,,서울특별시 영등포구 신길동 150-6,2003318011701200001,3180000,서울특별시 영등포구 도신로56가길 4-2 (신길동),,,01,영업/정상,,,
가나유류상사,일반판매소,,190791.103819063,445493.964205589,2026-05-06 22:58:44,I,01,신규등록,2024-10-25 16:27:55,,2003-09-30,,서울특별시 영등포구 문래동1가 47-1,2003318019001200015,3180000,서울특별시 영등포구 경인로82길 14 (문래동1가),,,01,영업/정상,,,
대광석유 얼음,일반판매소,,191924.873709086,445003.432894911,2026-05-06 22:58:44,I,01,신규등록,2018-11-12 09:37:07,,2003-02-28,,서울특별시 영등포구 신길동 256-4,2003318019001200042,3180000,서울특별시 영등포구 가마산로71길 13-1 (신길동),,,01,영업/정상,,,
씨앤에스유통(주) 한일주유소,주유소,,190189.555837124,446087.483409005,2026-05-06 22:58:44,I,06,휴지사업재개,2024-01-31 13:43:46,,2004-01-02,492.7,서울특별시 영등포구 문래동3가 76-3,2004318007601500001,3180000,서울특별시 영등포구 도림로 486 (문래동3가),,,01,영업/정상,,,02-2679-1794
에스제이오일(주)여의도주유소,주유소,,193352.144918442,447573.426413342,2026-05-06 22:58:46,I,01,신규등록,2025-02-21 10:37:39,,2004-07-26,1709,서울특별시 영등포구 여의도동 10-1,2004318007601500007,3180000,서울특별시 영등포구 은행로 64 (여의도동),,,01,영업/정상,,,02-782-6777
유성석유,일반판매소,,190896.440776379,447235.144577236,2026-05-06 22:58:49,I,01,신규등록,2022-06-16 16:55:20,,2004-08-02,,서울특별시 영등포구 당산동3가 142,2004318011701200009,3180000,서울특별시 영등포구 국회대로 574-2 (당산동3가),,,01,영업/정상,,,02-2676-3773
(주)동일세기,용제판매소,,190324.815986464,448295.820806256,2026-05-06 22:58:49,I,01,신규등록,2023-01-31 15:42:31,,2005-01-17,,서울특별시 영등포구 양평동5가 6-4,2005318007601500001,3180000,서울특별시 영등포구 양평로27길 31-1 (양평동5가),,,01,영업/정상,,,02-2633-8504
지에스칼텍스(주)화일주유소,주유소,,190778.917141877,445674.766463938,2026-05-06 22:58:49,I,06,휴지사업재개,2024-03-28 09:45:05,,2005-09-26,732.2,서울특별시 영등포구 문래동2가 1,2005318007601500005,3180000,서울특별시 영등포구 도림로 415 (문래동2가),,2022-05-01,01,영업/정상,,,02-2633-5546
동산화학(주),용제판매소,,191144.678297319,443578.565673887,2026-05-06 22:58:49,I,02,등록취소,2016-09-20 17:50:14,2015-08-28,2006-04-25,,서울특별시 영등포구 대림동 700-3,2006318007601500001,3180000,서울특별시 영등포구 대림로 148 (대림동),,,04,취소/말소/만료/정지/중지,2014-07-15,2015-07-14,02-843-9460
삼화석유,일반판매소,,191312.794309692,446550.647317328,2026-05-06 22:58:50,I,01,신규등록,2017-05-23 13:31:02,,2008-05-26,,서울특별시 영등포구 영등포동6가 104-5,2008318011701200001,3180000,서울특별시 영등포구 영등포로33길 7-1 (영등포동6가),,,01,영업/정상,,,02-2633-0414
(주)대청에너지,주유소,,190712.446581534,444042.912673113,2026-05-06 22:58:52,I,01,신규등록,2024-08-06 09:58:29,,1994-04-11,500,서울특별시 영등포구 대림동 776-3,2010318011701500058,3180000,서울특별시 영등포구 가마산로 328 (대림동),,,01,영업/정상,,,
유림에너지,일반판매소,,191237.251842677,445726.768981469,2026-05-06 22:58:52,I,01,신규등록,2025-01-02 10:39:35,,2002-06-05,,서울특별시 영등포구 문래동1가 17-8,2014318019001200001,3180000,서울특별시 영등포구 경인로90길 9-13 (문래동1가),,,01,영업/정상,,,02-2678-9140
(주)홍화인터내셔널,용제판매소,,190957.078657698,446940.090772176,2026-05-06 22:58:52,I,02,등록취소,2017-04-17 13:52:42,2017-03-07,2014-11-24,,서울특별시 영등포구 당산동3가 72-1,2014318019001500001,3180000,서울특별시 영등포구 양산로25길 9 (당산동3가),,,04,취소/말소/만료/정지/중지,,,20680311
남서울고속주유소,주유소,,190987.57887496,444381.741668931,2026-05-06 22:58:52,I,01,신규등록,2022-04-06 13:02:17,,2018-02-20,756.9,서울특별시 영등포구 대림동 667-13,2017318022101500001,3180000,서울특별시 영등포구 가마산로 367 (대림동),,,01,영업/정상,,,02-843-5151
노스폴,용제판매소,,198076.878950513,452402.195269511,2026-05-06 22:50:15,I,03,폐지,2004-02-05 00:00:00,,2000-03-17,,서울특별시 종로구 수송동 146-1 이마빌딩 8층 400-21,2000300007601500001,3000000,"서울특별시 종로구 종로1길 42  (수송동,이마빌딩 8층 400-21)",,,03,폐업,,,02-743-5123
(주)BizMRO,용제판매소,,197539.970819724,452504.064126045,2026-05-06 22:50:16,I,03,폐지,2002-08-14 00:00:00,,2002-06-07,,서울특별시 종로구 내자동 219 한누리빌딩 8층,2002300007601500001,3000000,"서울특별시 종로구 새문안로5가길 33  (내자동,한누리빌딩 8층)",,,03,폐업,,,02-3702-0900
(주)현산케미칼,용제판매소,,199855.110473367,452477.854659566,2026-05-06 22:50:16,I,03,폐지,2005-12-21 00:00:00,,2004-01-13,,서울특별시 종로구 연지동 30 삼원빌딩 202호,2004300007601500001,3000000,"서울특별시 종로구 창경궁로16길 29,  202호 (연지동,삼원빌딩)",,,03,폐업,,,02-756-3387
용산뉴타운주유소,주유소,,196779.97932232,446986.163348884,2026-05-06 22:50:10,I,03,폐지,2021-04-08 10:05:58,,1976-05-17,664,서울특별시 용산구 한강로3가 65-155,1976302007401500006,3020000,서울특별시 용산구 한강대로 48 (한강로3가),,,03,폐업,,,02-795-0204
남영사,일반판매소,,197584.699531636,448947.066902909,2026-05-06 22:50:10,I,03,폐지,2006-06-12 00:00:00,,1979-05-25,,서울특별시 용산구 남영동 80-1,1979302007401200001,3020000,서울특별시 용산구 한강대로80길 11-3  (남영동),,,03,폐업,,,02-797-1243
용남석유,일반판매소,,196668.467438571,448483.434616577,2026-05-06 22:50:10,I,03,폐지,2016-01-11 14:08:50,,1979-05-25,,서울특별시 용산구 용문동 5-52,1979302007401200003,3020000,서울특별시 용산구 백범로 308 (용문동),,,03,폐업,,,02-713-3369
나정석유,일반판매소,,197151.536913052,447589.439100611,2026-05-06 22:50:11,I,03,폐지,2005-09-30 00:00:00,,1986-10-23,,서울특별시 용산구 한강로2가 311-1,1986302007401200001,3020000,서울특별시 용산구 한강대로39길 5  (한강로2가),,,03,폐업,,,02-777-4745
(주)서부티엔디,주유소,,196610.663839509,447742.348636253,2026-05-06 22:50:11,I,03,폐지,2014-04-25 17:15:30,,1989-07-07,1086,서울특별시 용산구 한강로3가 40-969,1989302007401500001,3020000,서울특별시 용산구 청파로20길 83 (한강로3가),,,03,폐업,,,02-703-8118
동성석유,일반판매소,,192559.994725361,452852.020155302,2026-05-06 22:50:11,I,03,폐지,2016-01-11 14:16:08,,1990-12-06,,서울특별시 서대문구 남가좌동 377 3통1반 남가좌삼성아파트 101동 201호,1990302007401200016,3020000,"서울특별시 서대문구 증가로 191, 101동 201호 (남가좌동,남가좌삼성아파트)",,,03,폐업,,,
중앙석유,일반판매소,,199943.016460781,447386.725571553,2026-05-06 22:50:11,I,03,폐지,2016-01-11 14:17:33,,1990-09-03,,서울특별시 용산구 보광동 264-69,1990302007401200017,3020000,서울특별시 용산구 보광로14길 48 (보광동),,,03,폐업,,,02-797-0072
부영주유소,주유소,,195886.024469289,447573.941467913,2026-05-06 22:50:13,I,03,폐지,2015-02-24 18:03:52,,1993-12-15,1910,서울특별시 용산구 이촌동 212-1,1993302007401500005,3020000,서울특별시 용산구 이촌로 16 (이촌동),,,03,폐업,,,02-706-5000
오대석유,일반판매소,,196465.424151876,448032.083838496,2026-05-06 22:50:13,I,03,폐지,2017-04-17 15:31:58,,1995-07-10,,서울특별시 용산구 원효로2가 92-10,1995302007401200002,3020000,서울특별시 용산구 원효로48길 9 (원효로2가),,,03,폐업,,,02-716-2121
세방석유상사,일반판매소,,198621.568771382,449215.327711063,2026-05-06 22:50:13,I,03,폐지,2016-01-11 14:05:47,,2001-05-07,,서울특별시 용산구 용산동2가 1-48,2001302007401200002,3020000,서울특별시 용산구 소월로20길 30  (용산동2가),,,03,폐업,,,02-775-4532
동양연료,일반판매소,,199902.25812814,447753.685996193,2026-05-06 22:50:13,I,03,폐지,2001-05-07 00:00:00,,2001-05-07,,서울특별시 용산구 보광동 265-961,2001302007401200011,3020000,서울특별시 용산구 우사단로10길 80  (보광동),,,03,폐업,,,02-793-8898
이태원석유,일반판매소,,198844.701739064,448046.692564344,2026-05-06 22:50:13,I,03,폐지,2001-04-09 00:00:00,,2001-04-07,,서울특별시 용산구 이태원동 552,2001302007401200013,3020000,서울특별시 용산구 녹사평대로40길 33  (이태원동),,,03,폐업,,,02-794-1380
쌍용석유,일반판매소,,196200.099737911,447987.019176963,2026-05-06 22:50:13,I,03,폐지,2017-06-19 11:21:08,,2001-01-29,,서울특별시 용산구 원효로3가 99,2001302007401200017,3020000,서울특별시 용산구 원효로41가길 3 (원효로3가),,,03,폐업,,,02-712-5500
세정석유(주),일반판매소,,199354.469018798,447943.138508679,2026-05-06 22:50:14,I,03,폐지,2016-01-11 14:02:13,,2001-05-31,,서울특별시 용산구 이태원동 130-8 4통6반,2001302007401200018,3020000,서울특별시 용산구 이태원로26길 17 (이태원동),,,03,폐업,,,02-793-5138
경기석유,일반판매소,,198511.640616644,449438.219426092,2026-05-06 22:50:14,I,03,폐지,2001-05-16 00:00:00,,2001-05-15,,서울특별시 용산구 후암동 406-58,2001302007401200022,3020000,서울특별시 용산구 신흥로20길 37  (후암동),,,03,폐업,,,02-754-3095
신아석유,일반판매소,,198468.102034555,449150.559157033,2026-05-06 22:50:14,I,03,폐지,2001-03-24 00:00:00,,2001-03-06,,서울특별시 용산구 용산동2가 5-1161,2001302007401200023,3020000,서울특별시 용산구 신흥로 111  (용산동2가),,,03,폐업,,,02-771-1780
중앙석유(주) 남창주유소,일반판매소,,200471.903312912,448199.065849486,2026-05-06 22:50:14,I,03,폐지,2016-01-11 13:53:07,,2001-02-05,,서울특별시 용산구 한남동 707-14,2001302007401500014,3020000,서울특별시 용산구 한남대로 82 (한남동),,,03,폐업,,,02-795-8484
현대자동차(주) 원효로주유소,주유소,,195770.709246897,447765.809442454,2026-05-06 22:50:14,I,03,폐지,2009-11-27 13:58:04,,2001-01-19,669.2,서울특별시 용산구 원효로4가 114-36,2001302007401500025,3020000,서울특별시 용산구 원효로 86  (원효로4가),,,03,폐업,,,02-7127-7495
서울상사,일반판매소,,195996.987059253,447116.532297206,2026-05-06 22:50:14,I,03,폐지,2016-01-11 13:46:19,,2002-11-25,,서울특별시 용산구 이촌동 203-17,2002302007401200002,3020000,서울특별시 용산구 이촌로18길 5 (이촌동),,,03,폐업,,,02-712-2900
서울상사,일반판매소,,195996.987059253,447116.532297206,2026-05-06 22:50:14,I,03,폐지,2016-01-11 13:45:31,,2002-11-25,,서울특별시 용산구 이촌동 203-17,2002302007401200003,3020000,서울특별시 용산구 이촌로18길 5 (이촌동),,,03,폐업,,,02-712-2900
(주)정원EDS 망우주유소,주유소,,,,2026-05-06 22:50:11,I,03,폐지,2021-04-07 10:10:03,,2005-05-09,900.1,"서울특별시 중랑구 상봉동 100, 160-6",2000306007501500001,3060000,서울특별시 중랑구 망우로 311 (상봉동),,,03,폐업,,,02-432-5145
서울석유,일반판매소,,207719.850156727,453676.29392157,2026-05-06 22:50:11,I,03,폐지,2013-10-25 13:30:39,,2002-02-27,,서울특별시 중랑구 면목동 502-2,2002306007501200001,3060000,,,,03,폐업,,,02-434-1949
현대정유(주)제3대지주유소,일반판매소,,206970.931160172,454293.539072489,2026-05-06 22:50:12,I,03,폐지,2005-04-19 00:00:00,,1997-05-19,,서울특별시 중랑구 면목동 180-1,2002306007501200002,3060000,,,,03,폐업,,,02-434-5141
대림에너지,일반판매소,,207375.431284156,454422.111811383,2026-05-06 22:50:12,I,03,폐지,2013-10-25 13:30:03,,2002-02-27,,서울특별시 중랑구 면목동 132-21,2002306007501200003,3060000,,,,03,폐업,,,
서부석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2005-07-01 00:00:00,,1968-11-21,,서울특별시 은평구 녹번동 55-9,1968311008801200001,3110000,서울특별시 은평구 통일로 606  (녹번동),,,03,폐업,,,02-384-6963
효성석유(주) 보보프라자주유소,주유소,,189691.819100824,445265.191940304,2026-05-06 22:50:24,I,01,신규등록,2006-08-14 00:00:00,,1996-07-27,1821,서울특별시 구로구 신도림동 645 신도림3차@ 301동 1702호,1996354004701500046,3540000,"서울특별시 구로구 신도림로 78, 301동 1702호 (신도림동,신도림3차@)",,,01,영업/정상,,,032-502-8562
(주)한진중공업 남영동주유소,주유소,,,,2026-05-06 22:50:14,I,03,폐지,2009-12-03 15:15:40,,2002-08-07,,서울특별시 용산구 갈월동 103-17,2002302007401500001,3020000,,,,03,폐업,,,02-795-0204
SK네트웍스(주)남산주유소,주유소,,199993.699495652,448367.664079287,2026-05-06 22:50:14,I,03,폐지,2015-12-22 17:43:31,,2003-09-25,595,서울특별시 용산구 한남동 739-11,2003302007401500015,3020000,서울특별시 용산구 이태원로 255 (한남동),,,03,폐업,,,02-794-7665
SK네트웍스(주) 청파주유소,주유소,,197271.499019437,449468.730248023,2026-05-06 22:50:15,I,03,폐지,2018-03-26 17:14:06,,1976-06-30,610,서울특별시 용산구 청파동1가 180,2003302007401500018,3020000,서울특별시 용산구 청파로 311 (청파동1가),,,03,폐업,,,02-701-9130
(주)에치아이씨,용제판매소,,195956.83241222,447651.530984522,2026-05-06 22:50:15,I,03,폐지,2013-04-10 14:17:19,,2007-05-02,,서울특별시 용산구 한강로3가 16-91 한강그랜드 오피스텔711호,2007302009501500001,3020000,"서울특별시 용산구 이촌로 5  (한강로3가,한강그랜드 오피스텔711호)",,,03,폐업,,,02-795-0757
은형석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2004-01-19 00:00:00,,2003-06-25,,서울특별시 은평구 응암동 626-24,1969311008801200029,3110000,서울특별시 은평구 응암로20길 35-14  (응암동),,,03,폐업,,,02-375-0058
경남석유,일반판매소,,193257.493502017,457395.676818005,2026-05-06 22:50:14,I,03,폐지,2005-06-14 00:00:00,,1970-12-03,,서울특별시 은평구 불광동 328-1,1970311008801200011,3110000,서울특별시 은평구 연서로32길 19  (불광동),,,03,폐업,,,02-387-2231
고려석유,일반판매소,,193268.571497298,457638.979493811,2026-05-06 22:50:14,I,03,폐지,2002-09-03 00:00:00,,1970-10-27,,서울특별시 은평구 불광동 366-5,1970311008801200013,3110000,서울특별시 은평구 연서로33길 3-1  (불광동),,,03,폐업,,,02-355-2947
삼호에너지,일반판매소,,192344.712166608,455708.076387572,2026-05-06 22:50:14,I,03,폐지,2005-07-01 00:00:00,,1970-07-10,,서울특별시 은평구 역촌동 64-53,1970311008801200038,3110000,서울특별시 은평구 연서로3가길 15-10  (역촌동),,,03,폐업,,,02-352-3246
미륭석유주,일반판매소,,192705.72783697,456086.030643417,2026-05-06 22:50:14,I,03,폐지,2007-06-29 00:00:00,,1975-02-26,,서울특별시 은평구 역촌동 13-25,1975311008801200036,3110000,서울특별시 은평구 역말로7길 10  (역촌동),,,03,폐업,,,02-373-4466
화신석유,일반판매소,,190832.436789018,453243.714746405,2026-05-06 22:50:15,I,03,폐지,2002-09-03 00:00:00,,1979-07-23,,서울특별시 은평구 수색동 154-11,1979311008801200048,3110000,서울특별시 은평구 수색로 242  (수색동),,,03,폐업,,,02-373-0111
호남석유,일반판매소,,193683.3491809,457690.018361344,2026-05-06 22:50:15,I,03,폐지,2005-07-20 00:00:00,,1980-07-10,,서울특별시 은평구 불광동 208,1980311008801200010,3110000,서울특별시 은평구 연서로34길 28  (불광동),,,03,폐업,,,02-357-6685
형제석유,일반판매소,,192380.148047365,457127.815710633,2026-05-06 22:50:15,I,03,폐지,2002-09-03 00:00:00,,1982-07-20,,서울특별시 은평구 갈현동 494-15,1982311008801200017,3110000,서울특별시 은평구 갈현로 216  (갈현동),,,03,폐업,,,02-385-9988
한일석유,일반판매소,,,,2026-05-06 22:50:16,I,03,폐지,2002-09-03 00:00:00,,1983-07-25,,서울특별시 은평구 응암동 625-1,1983311008801200030,3110000,서울특별시 은평구 백련산로 63  (응암동),,,03,폐업,,,02-307-5511
부흥에너지,일반판매소,,,,2026-05-06 22:50:16,I,03,폐지,2007-04-30 00:00:00,,1983-01-06,,서울특별시 은평구 구파발동 89-5,1983311008801200049,3110000,,,,03,폐업,,,02-384-3013
이원유업,일반판매소,,192581.572431324,457633.479606825,2026-05-06 22:50:16,I,03,폐지,2006-08-11 00:00:00,,1986-12-09,,서울특별시 은평구 갈현동 428-4,1986311008801200015,3110000,서울특별시 은평구 갈현로 270  (갈현동),,,03,폐업,,,02-386-2944
경향에너지,일반판매소,,192488.877352373,455435.883562514,2026-05-06 22:50:16,I,03,폐지,2007-06-29 00:00:00,,1987-07-23,,서울특별시 은평구 역촌동 83-27,1987311008801200039,3110000,서울특별시 은평구 연서로 23  (역촌동),,,03,폐업,,,02-355-1511
대창석유,일반판매소,,192090.280667818,457806.746448487,2026-05-06 22:50:16,I,03,폐지,2002-09-03 00:00:00,,1990-02-22,,서울특별시 은평구 갈현동 267-56,1990311008801200018,3110000,서울특별시 은평구 갈현로29길 55  (갈현동),,,03,폐업,,,02-355-4800
일성석유,일반판매소,,192415.240514033,457253.433984129,2026-05-06 22:50:16,I,03,폐지,2007-07-13 00:00:00,,1990-03-02,,서울특별시 은평구 갈현동 504-62,1990311008801200019,3110000,서울특별시 은평구 갈현로 229  (갈현동),,,03,폐업,,,02-357-1002
동신석유,일반판매소,,192733.808860068,456651.074419849,2026-05-06 22:50:16,I,03,폐지,2002-09-03 00:00:00,,1990-09-13,,서울특별시 은평구 대조동 225-9,1990311008801200024,3110000,서울특별시 은평구 연서로18길 10  (대조동),,,03,폐업,,,02-385-3225
경인석유,일반판매소,,190047.240096367,458415.693340704,2026-05-06 22:50:16,I,03,폐지,2005-06-13 00:00:00,,1991-01-04,,경기도 고양시 덕양구 용두동 432-185,1991311008801200005,3110000,경기도 고양시 덕양구 서오릉로 474  (용두동),,,03,폐업,,,02-354-1919
서부이동에너지,일반판매소,,193584.244557623,457744.349223725,2026-05-06 22:50:16,I,03,폐지,2002-10-08 00:00:00,,1991-01-04,,서울특별시 은평구 불광동 116,1991311008801200012,3110000,서울특별시 은평구 연서로38길 11  (불광동),,,03,폐업,,,02-382-3184
대양주유소,주유소,,210202.765952769,444769.72274723,2026-05-06 22:50:26,I,01,신규등록,2006-07-12 00:00:00,,2003-03-18,1920.4,서울특별시 송파구 송파동 151 한양APT 26-903,2003354006101500005,3540000,"서울특별시 송파구 가락로 192  (송파동,한양APT 26-903)",,,01,영업/정상,,,
에스케이글로벌주식회사 인보주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500010,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-522-3000
에슼 이글로벌주식회사 인보주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500011,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-502-1006
에스케이글로벌주식회사,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500012,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-514-8072
에스케이글로벌주식회사 태양주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500013,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-502-4683
에스케이글로벌주식회사 부평주유소,주유소,,210944.265804032,434819.140697972,2026-05-06 22:50:26,I,01,신규등록,2003-07-16 00:00:00,,2003-07-16,,경기도 성남시 분당구 야탑동 330 15통4반 장미마을 128동 501호,2003354006101500015,3540000,"경기도 성남시 분당구 장미로 55, 128동 501호 (야탑동,장미마을)",,,01,영업/정상,,,032-524-5151
풍년석유,일반판매소,,,,2026-05-06 22:50:12,I,03,폐지,2006-11-21 00:00:00,,2005-11-28,,서울특별시 중랑구 면목동 546-65,2002306007501200004,3060000,,,,03,폐업,,,02-492-2501
엘지연합석유,일반판매소,,206784.408940498,453738.952571757,2026-05-06 22:50:13,I,03,폐지,2007-02-09 00:00:00,,2006-04-19,,서울특별시 중랑구 면목동 174-95,2002306007501200008,3060000,,,,03,폐업,,,02-491-2121
엘지중앙석유,일반판매소,,206953.271926874,454107.289919254,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:29:25,,2002-02-27,,서울특별시 중랑구 면목동 180-105,2002306007501200009,3060000,,,,03,폐업,,,02-435-2186
엘지석유,일반판매소,,207756.613713652,453950.154234339,2026-05-06 22:50:13,I,03,폐지,2013-10-23 20:07:16,,2002-04-09,,서울특별시 중랑구 면목동 1204-2,2002306007501200010,3060000,,,,03,폐업,,,02-432-3478
강원석유,일반판매소,,208051.864935298,454025.638670131,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:23:56,,2002-02-27,,서울특별시 중랑구 면목동 70-70,2002306007501200011,3060000,,,,03,폐업,,,02-434-8503
영일석유,일반판매소,,207745.472075047,453077.280518337,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:23:22,,2002-02-27,,서울특별시 중랑구 면목동 617-4,2002306007501200012,3060000,,,,03,폐업,,,02-432-0417
동아석유,일반판매소,,207261.117881274,452707.501850576,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:22:46,,2002-02-27,,서울특별시 중랑구 면목동 341-44,2002306007501200013,3060000,,,,03,폐업,,,02-432-5261
